"","X","index","Plot","Rated","Response","Language","Title","Country","Writer","Metascore","imdbRating","Director","Released_x","Actors","Year","Genre_x","Awards","Runtime","Type","Poster","imdbVotes","Error","Month","Week","English","USA","rating","title","Released_y","Movie","Genre_y","Budget","Revenue","Trailer","Adj_Revenue","Adj_Budget"
"39",38,67741,"Cool black private eye John Shaft is hired by a crime lord to find and retrieve his kidnapped daughter.","R","True","English","Shaft","USA","Ernest Tidyman (screenplay), John D.F. Black (screenplay), Ernest Tidyman (novel)",NA,6.6,"Gordon Parks","1971-07-02","Richard Roundtree, Moses Gunn, Charles Cioffi, Christopher St. John",1971,"Action, Crime, Thriller","Won 1 Oscar. Another 4 wins & 4 nominations.",100,"movie","http://ia.media-imdb.com/images/M/MV5BMTIwNzQyMTg5OV5BMl5BanBnXkFtZTYwNzQzMzk4._V1_SX300.jpg",10275,NA,7,26,1,1,1,"Shaft","1971-07-02","Shaft","Action",NA,12121618,"",71242221.0072362,NA
"40",39,67065,"The world is shocked by the appearance of two talking chimpanzees, who arrived mysteriously in a U.S. spacecraft. They become the toast of society; but one man believes them to be a threat to the human race.","G","True","English","Escape from the Planet of the Apes","USA","Paul Dehn, Pierre Boulle (characters creator)",NA,6.2,"Don Taylor","1971-05-21","Roddy McDowall, Kim Hunter, Bradford Dillman, Natalie Trundy",1971,"Action, Sci-Fi","N/A",98,"movie","http://ia.media-imdb.com/images/M/MV5BNjg2MjY0NDMwM15BMl5BanBnXkFtZTcwNjQ0NzA0MQ@@._V1_SX300.jpg",16126,NA,5,20,1,1,1,"Escape from the Planet of the Apes","1971-01-01","Escape from the Planet of the Apes","",2500000,12300000,"",72290623.1155779,14693216.080402
"41",40,477347,"A newly recruited night security guard at the Museum of Natural History discovers that an ancient curse causes the animals and exhibits on display to come to life and wreak havoc.","PG","True","English, Italian, Hebrew","Night at the Museum","USA, UK","Robert Ben Garant (screenplay), Thomas Lennon (screenplay), Robert Ben Garant (screen story), Thomas Lennon (screen story), Milan Trenc (book)",4.8,6.3,"Shawn Levy","2006-12-22","Ben Stiller, Carla Gugino, Dick Van Dyke, Mickey Rooney",2006,"Action, Adventure, Comedy","2 wins & 8 nominations.",108,"movie","http://ia.media-imdb.com/images/M/MV5BMTQyOTM4MDMxN15BMl5BanBnXkFtZTcwODg5NTQzMw@@._V1_SX300.jpg",160881,NA,12,51,0,0,3,"Night at the Museum","2006-12-22","Night at the Museum","Comedy",1.1e+08,250863268,"",295919980.824448,129756732.223903
"42",41,477348,"Violence and mayhem ensue after a hunter stumbles upon a drug deal gone wrong and more than two million dollars in cash near the Rio Grande.","R","True","English, Spanish","No Country for Old Men","USA","Joel Coen (screenplay), Ethan Coen (screenplay), Cormac McCarthy (novel)",9.1,8.2,"Ethan Coen, Joel Coen","2007-11-21","Tommy Lee Jones, Javier Bardem, Josh Brolin, Woody Harrelson",2007,"Crime, Drama, Thriller","Won 4 Oscars. Another 110 wins & 51 nominations.",122,"movie","http://ia.media-imdb.com/images/M/MV5BMjA5Njk3MjM4OV5BMl5BanBnXkFtZTcwMTc5MTE1MQ@@._V1_SX300.jpg",433918,NA,11,47,0,1,3,"No Country for Old Men","2007-11-09","No Country for Old Men","Action",2.5e+07,74273505,"",85831955.9500237,28890502.7270571
"43",42,368447,"The population of a small, isolated countryside village believe that their alliance with the mysterious creatures that inhabit the forest around them is coming to an end.","PG-13","True","English","The Village","USA","M. Night Shyamalan",4.4,6.5,"M. Night Shyamalan","2004-07-30","Bryce Dallas Howard, Joaquin Phoenix, Adrien Brody, William Hurt",2004,"Drama, Mystery, Thriller","Nominated for 1 Oscar. Another 3 wins & 10 nominations.",108,"movie","http://ia.media-imdb.com/images/M/MV5BMTM1NTEzODQ1NV5BMl5BanBnXkFtZTcwNDUyMDYyMQ@@._V1_SX300.jpg",156425,NA,7,31,1,1,3,"Village, The","2004-07-30","The Village","Thriller/Suspense",71682975,114197520,"",144236647.34514,90538848.7046436
"44",43,1438176,"A teenager suspects that his new neighbor is a vampire.","R","True","English","Fright Night","USA","Marti Noxon (screenplay), Tom Holland (story), Tom Holland (film ""Fright Night"")",6.4,6.4,"Craig Gillespie","2011-08-19","Anton Yelchin, Colin Farrell, Toni Collette, David Tennant",2011,"Comedy, Horror","4 wins & 1 nomination.",106,"movie","http://ia.media-imdb.com/images/M/MV5BMTU2MDc0NDY0M15BMl5BanBnXkFtZTcwOTgzMTYyNQ@@._V1_SX300.jpg",69493,NA,8,33,1,1,3,"Fright Night","2011-08-19","Fright Night","Horror",3e+07,18298649,"Play",19436420.2625702,31865336.4998206
"45",44,1646980,"A retired CIA operative is paired with a young FBI agent to unravel the mystery of a senator's murder, with all signs pointing to a Soviet assassin.","PG-13","True","English","The Double","USA","Michael Brandt, Derek Haas",3.7,5.9,"Michael Brandt","2011-10-28","Richard Gere, Topher Grace, Martin Sheen, Tamer Hassan",2011,"Action, Crime, Drama","N/A",98,"movie","http://ia.media-imdb.com/images/M/MV5BMjIwNjM5NTE1M15BMl5BanBnXkFtZTcwMzgxOTA1Ng@@._V1_SX300.jpg",18287,NA,10,43,1,1,1,"Double, The","2011-10-28","The Double","Thriller/Suspense",NA,99612,"",105805.663314004,NA
"46",45,1646987,"Perseus braves the treacherous underworld to rescue his father, Zeus, captured by his son, Ares, and brother Hades who unleash the ancient Titans upon the world.","PG-13","True","English","Wrath of the Titans","USA, Spain","Dan Mazeau (screenplay), David Johnson (screenplay), Greg Berlanti (story), David Johnson (story), Dan Mazeau (story), Beverley Cross",3.7,5.8,"Jonathan Liebesman","2012-03-30","Sam Worthington, Liam Neeson, Ralph Fiennes, Édgar Ramírez",2012,"Action, Adventure, Fantasy","2 wins & 2 nominations.",99,"movie","http://ia.media-imdb.com/images/M/MV5BMjMyMzk1Nzg3OF5BMl5BanBnXkFtZTcwOTQ2NjcxNw@@._V1_SX300.jpg",117567,NA,3,13,1,0,1,"Wrath of the Titans","2012-03-30","Wrath of the Titans","Adventure",1.5e+08,83670083,"Play",86346684.027212,154798491.165376
"47",46,109327,"A teenager is part of an interactive video game where he kills innocent victims. Later, the murders become real.","R","True","English","Brainscan","Canada, USA, UK","Brian Owens (story), Andrew Kevin Walker (screenplay)",NA,6,"John Flynn","1994-04-22","Edward Furlong, Frank Langella, T. Ryder Smith, Amy Hargreaves",1994,"Comedy, Horror, Sci-Fi","N/A",96,"movie","http://ia.media-imdb.com/images/M/MV5BMTU3NzA2MjA2OF5BMl5BanBnXkFtZTcwODc0MDMyMQ@@._V1_SX300.jpg",6856,NA,4,16,1,0,1,"Brainscan","1994-04-22","Brainscan","Horror",NA,4e+06,"",6399890.56087551,NA
"48",47,1995304,"A dropout comes to the aid of a chubby and suicidal high-school kid by recruiting him as the drummer for his upstart punk-rock band.","R","True","English","Fat Kid Rules the World","USA","Michael M.B. Galvin (screenplay), Peter Speakman (screenplay), K.L. Going (based upon the novel by)",5.4,6.5,"Matthew Lillard","2012-03-09","Jacob Wysocki, Matt O'Leary, Billy Campbell, Dylan Arnold",2012,"Comedy","1 win & 1 nomination.",98,"movie","http://ia.media-imdb.com/images/M/MV5BNjI2Mzk0NzQ5MV5BMl5BanBnXkFtZTcwOTk5MTUxOA@@._V1_SX300.jpg",2183,NA,3,10,1,1,0,"Fat Kid Rules the World","2012-10-05","Fat Kid Rules the World","Comedy",NA,0,"",0,NA
"49",48,61512,"A man refuses to conform to life in a rural prison.","PG","True","English","Cool Hand Luke","USA","Donn Pearce (screenplay), Frank Pierson (screenplay), Donn Pearce (novel)",NA,8.2,"Stuart Rosenberg","1967-11-01","Paul Newman, George Kennedy, J.D. Cannon, Lou Antonio",1967,"Crime, Drama","Won 1 Oscar. Another 5 wins & 6 nominations.",126,"movie","http://ia.media-imdb.com/images/M/MV5BODMyMDA0MTY2OF5BMl5BanBnXkFtZTcwMzkzNjk3OA@@._V1_SX300.jpg",90665,NA,11,44,1,1,1,"Cool Hand Luke","1967-11-01","Cool Hand Luke","",NA,16217773,"",115306887.205714,NA
"50",49,67588,"A brief fling between a male disc jockey and an obsessed female fan takes a frightening, and perhaps even deadly turn when another woman enters the picture.","R","True","English","Play Misty for Me","USA","Jo Heims (screenplay), Dean Riesner (screenplay), Jo Heims (story)",NA,7,"Clint Eastwood","1971-11-12","Clint Eastwood, Jessica Walter, Donna Mills, John Larch",1971,"Crime, Drama, Romance","N/A",102,"movie","http://ia.media-imdb.com/images/M/MV5BMTIzMTMzOTg5N15BMl5BanBnXkFtZTcwOTc0NzYyMQ@@._V1_SX300.jpg",15213,NA,11,45,1,1,3,"Play Misty for Me","1971-01-01","Play Misty for Me","Thriller/Suspense",NA,10600000,"",62299236.1809045,NA
"51",50,204640,"As three generations of a family in a small Texas town gather for a funeral, we learn the hilarious, sad, trashy truth of the ""Sordid Lives.""","R","True","English","Sordid Lives","USA","Del Shores (play), Del Shores (screenplay)",4.7,7,"Del Shores","2001-05-11","Olivia Newton-John, Kirk Geiger, Sarah Hunley, Newell Alexander",2001,"Comedy","5 wins.",111,"movie","http://ia.media-imdb.com/images/M/MV5BMTI5Njc2MTI0MV5BMl5BanBnXkFtZTYwMTgyNDg5._V1_SX300.jpg",1997,NA,5,19,1,1,3,"Sordid Lives","2001-05-11","Sordid Lives","Comedy",NA,1111273,"",1484549.02951456,NA
"52",51,365748,"A man decides to turn his moribund life around by winning back his ex-girlfriend, reconciling his relationship with his mother, and dealing with an entire community that has returned from the dead to eat the living.","R","True","English","Shaun of the Dead","UK, France, USA","Simon Pegg, Edgar Wright",7.6,8,"Edgar Wright","2004-09-24","Simon Pegg, Kate Ashfield, Nick Frost, Lucy Davis",2004,"Comedy, Horror","11 wins & 16 nominations.",99,"movie","http://ia.media-imdb.com/images/M/MV5BMTU2NjA0NDk0NV5BMl5BanBnXkFtZTcwOTA0OTQzMw@@._V1_SX300.jpg",299764,NA,9,39,1,0,3,"Shaun of the Dead","2004-09-24","Shaun of the Dead","Comedy",5e+06,13542874,"",17105264.1176242,6315226.78185745
"53",52,116778,"A star bowler whose career was prematurely ""cut off"" hopes to ride a new prodigy to success and riches.","PG-13","True","English","Kingpin","USA","Barry Fanaro, Mort Nathan",4.3,6.9,"Bobby Farrelly, Peter Farrelly","1996-07-26","Woody Harrelson, Randy Quaid, Vanessa Angel, Bill Murray",1996,"Comedy, Sport","N/A",113,"movie","http://ia.media-imdb.com/images/M/MV5BODAzODIyMDYwMV5BMl5BanBnXkFtZTcwMTUyNTEzNA@@._V1_SX300.jpg",51644,NA,7,30,1,1,1,"Kingpin","1996-07-26","Kingpin","Comedy",2.5e+07,25023424,"",37910487.36,37875000
"54",53,1781812,"A young man's struggle to survive in the aftermath of a deadly undead outbreak during the American Civil War.","","True","English","Exit Humanity","Canada","John Geddes",NA,5.4,"John Geddes","2012-06-29","Brian Cox, Mark Gibson, Dee Wallace, Bill Moseley",2012,"Drama, Horror","N/A",114,"movie","http://ia.media-imdb.com/images/M/MV5BMjAzMjAxMzgwNV5BMl5BanBnXkFtZTcwMTY4OTc0NA@@._V1_SX300.jpg",3075,NA,6,26,1,0,3,"Exit Humanity","2012-06-19","Exit Humanity","Horror",NA,0,"",0,NA
"55",54,87800,"In the dreams of his victims, a spectral child murderer stalks the children of the members of the lynch mob that killed him.","R","True","English","A Nightmare on Elm Street","USA","Wes Craven",7.8,7.5,"Wes Craven","1984-11-16","John Saxon, Ronee Blakley, Heather Langenkamp, Amanda Wyss",1984,"Horror","2 wins & 3 nominations.",91,"movie","http://ia.media-imdb.com/images/M/MV5BMTMxOTk4NjMzOV5BMl5BanBnXkFtZTcwOTQ3NDAzMg@@._V1_SX300.jpg",108936,NA,11,46,1,1,2,"A nightmare on Elm Street","1984-11-09","A Nightmare on Elm Street","Horror",1800000,25504513,"",58546748.4093032,4131980.37291462
"56",55,92925,"The equally-straight-laced and ""by the book"" nephew of Joe Friday must work with his more laid-back partner to solve a mystery.","PG-13","True","English","Dragnet","USA","Dan Aykroyd, Alan Zweibel, Tom Mankiewicz",NA,5.8,"Tom Mankiewicz","1987-06-26","Dan Aykroyd, Tom Hanks, Christopher Plummer, Harry Morgan",1987,"Comedy, Crime","N/A",106,"movie","http://ia.media-imdb.com/images/M/MV5BMTUyOTMzNjk0M15BMl5BanBnXkFtZTcwNzc5MjUyMQ@@._V1_SX300.jpg",21761,NA,6,26,1,1,3,"Dragnet","1987-06-26","Dragnet","Comedy",NA,57387000,"",120717063.776978,NA
"57",56,91419,"A nerdish florist finds his chance for success and romance with the help of a giant man-eating plant who demands to be fed.","PG-13","True","English","Little Shop of Horrors","USA","Howard Ashman (screenplay), Howard Ashman (musical play ""Little Shop of Horrors""), Roger Corman (based on the film by), Charles B. Griffith",8.1,6.9,"Frank Oz","1986-12-19","Levi Stubbs, Rick Moranis, Ellen Greene, Vincent Gardenia",1986,"Comedy, Horror, Musical","Nominated for 2 Oscars. Another 2 wins & 11 nominations.",94,"movie","http://ia.media-imdb.com/images/M/MV5BMTIxNTY5NzkwM15BMl5BanBnXkFtZTcwNzQ3NzYxMQ@@._V1_SX300.jpg",38745,NA,12,51,1,1,1,"Little Shop of Horrors","1986-12-19","Little Shop of Horrors","Musical",3e+07,38747385,"",82697384.2122263,64028102.189781
"58",57,91149,"Basil, the rodent Sherlock Holmes, investigates the kidnapping of a toy-maker and uncovers its link to his arch-enemy, Professor Ratigan.","G","True","English, French, German, Italian","The Great Mouse Detective","USA","Peter Young (story), Vance Gerry (story), Steve Hulett (story), Ron Clements (story), John Musker (story), Bruce Morris (story), Matthew O'Callaghan (story), Burny Mattinson (story), David Michener (story), Mel Shaw (story), Eve Titus (based on ""Basil Of Baker Street""), Paul Galdone (based on ""Basil Of Baker Street"")",NA,7.2,"Ron Clements, Burny Mattinson, David Michener, John Musker","1986-07-02","Vincent Price, Barrie Ingham, Val Bettin, Susanne Pollatschek",1986,"Animation, Adventure, Family","1 win & 3 nominations.",74,"movie","http://ia.media-imdb.com/images/M/MV5BMTUxNjY5MjU1MV5BMl5BanBnXkFtZTYwNjg2MzI5._V1_SX300.jpg",24143,NA,7,27,0,1,1,"Great Mouse Detective, The","1986-07-02","The Great Mouse Detective","Adventure",NA,23605534,"",50380584.7732117,NA
"59",58,319262,"Jack Hall, paleoclimatologist, must make a daring trek across America to reach his son, trapped in the cross-hairs of a sudden international storm which plunges the planet into a new Ice Age.","PG-13","True","English, Japanese, French, Arabic, Spanish","The Day After Tomorrow","USA","Roland Emmerich (story), Roland Emmerich (screenplay), Jeffrey Nachmanoff (screenplay)",4.7,6.4,"Roland Emmerich","2004-05-28","Dennis Quaid, Jake Gyllenhaal, Emmy Rossum, Dash Mihok",2004,"Action, Adventure, Sci-Fi","Won 1 BAFTA Film Award. Another 4 wins & 8 nominations.",124,"movie","http://ia.media-imdb.com/images/M/MV5BMTU1NTA3NzMwOV5BMl5BanBnXkFtZTcwNzEzMTEzMw@@._V1_SX300.jpg",245978,NA,5,22,0,1,3,"Day After Tomorrow, The","2004-05-28","The Day After Tomorrow","Adventure",1.25e+08,186740799,"",235862099.022052,157880669.546436
"60",59,1508675,"When an African boy arrives by cargo ship in the port city of Le Havre, an aging shoe shiner takes pity on the child and welcomes him into his home.","","True","French","Le Havre","Finland, France, Germany","Aki Kaurismäki",8.2,7.2,"Aki Kaurismäki","2011-09-08","André Wilms, Kati Outinen, Jean-Pierre Darroussin, Blondin Miguel",2011,"Comedy, Drama","15 wins & 24 nominations.",93,"movie","http://ia.media-imdb.com/images/M/MV5BMTM1MDc2NDkxOV5BMl5BanBnXkFtZTcwNzE1NjM5Ng@@._V1_SX300.jpg",11153,NA,9,36,0,0,3,"Le Havre","2011-10-21","Le Havre","Drama",5500000,611709,"",649743.770832293,5841978.35830045
"61",60,83833,"A group of college-age buddies struggle with their imminent passage into adulthood in 1959 Baltimore.","R","True","English","Diner","USA","Barry Levinson",8.6,7.2,"Barry Levinson","1982-03-05","Steve Guttenberg, Daniel Stern, Mickey Rourke, Kevin Bacon",1982,"Comedy, Drama","Nominated for 1 Oscar. Another 5 wins & 2 nominations.",110,"movie","http://ia.media-imdb.com/images/M/MV5BMTk2MTA3OTY4NV5BMl5BanBnXkFtZTYwMTQwOTM5._V1_SX300.jpg",12673,NA,3,9,1,1,1,"Diner","1982-04-02","Diner","Comedy",5e+06,12592907,"",31237353.4868717,12402757.1580064
"62",61,1959490,"A man is chosen by God to undertake a momentous mission of rescue before an apocalyptic flood destroys the world.","PG-13","True","English","Noah","USA","Darren Aronofsky, Ari Handel",7.2,7.1,"Darren Aronofsky","2014-03-28","Russell Crowe, Jennifer Connelly, Ray Winstone, Anthony Hopkins",2014,"Adventure, Drama","N/A",138,"movie","http://ia.media-imdb.com/images/M/MV5BMjAzMzg0MDA3OF5BMl5BanBnXkFtZTgwNTMzOTYwMTE@._V1_SX300.jpg",5937,NA,3,13,1,1,3,"Noah","2014-03-28","Noah","Drama",1.3e+08,55341161,"Play",55341161,1.3e+08
"63",62,80339,"An airplane crew takes ill. Surely the only person capable of landing the plane is an ex-pilot afraid to fly. But don't call him Shirley.","PG","True","English","Airplane!","USA","Jim Abrahams (written for the screen by), David Zucker (written for the screen by), Jerry Zucker (written for the screen by)",NA,7.8,"Jim Abrahams, David Zucker, Jerry Zucker","1980-07-02","Kareem Abdul-Jabbar, Lloyd Bridges, Peter Graves, Julie Hagerty",1980,"Comedy","Nominated for 1 Golden Globe. Another 2 wins & 5 nominations.",88,"movie","http://ia.media-imdb.com/images/M/MV5BNDU2MjE4MTcwNl5BMl5BanBnXkFtZTgwNDExOTMxMDE@._V1_SX300.jpg",121941,NA,7,27,1,1,3,"Airplane!","1980-07-04","Airplane!","Comedy",3500000,83453539,"",250914113.479743,10523213.3676093
"64",63,454876,"A young man who survives a disaster at sea is hurtled into an epic journey of adventure and discovery. While cast away, he forms an unexpected connection with another survivor: a fearsome Bengal tiger.","PG","True","English, Tamil, French, Japanese, Hindi, Chinese","Life of Pi","USA, Taiwan, UK","Yann Martel (novel), David Magee (screenplay)",7.9,8.1,"Ang Lee","2012-11-21","Suraj Sharma, Irrfan Khan, Ayush Tandon, Gautam Belur",2012,"Adventure, Drama, Fantasy","Won 4 Oscars. Another 50 wins & 79 nominations.",127,"movie","http://ia.media-imdb.com/images/M/MV5BNTg2OTY2ODg5OF5BMl5BanBnXkFtZTcwODM5MTYxOA@@._V1_SX300.jpg",297300,NA,11,47,0,0,1,"Life of Pi","2012-11-21","Life of Pi","Drama",1.2e+08,124987022,"Play",128985349.472358,123838792.932301
"65",64,1315981,"An English professor, one year after the sudden death of his boyfriend, is unable to cope with his typical days in 1960s Los Angeles.","R","True","English, Spanish","A Single Man","USA","Christopher Isherwood (novel), Tom Ford (written for the screen by), David Scearce (written for the screen by)",7.7,7.6,"Tom Ford","2009-12-17","Colin Firth, Julianne Moore, Nicholas Hoult, Matthew Goode",2009,"Drama","Nominated for 1 Oscar. Another 22 wins & 28 nominations.",99,"movie","http://ia.media-imdb.com/images/M/MV5BMzU5MTk4MjQ2M15BMl5BanBnXkFtZTcwNDU0MzEwMw@@._V1_SX300.jpg",66067,NA,12,51,0,1,1,"A Single Man","2009-12-11","A Single Man","Drama",7e+06,9176000,"",10165684.9433796,7754990.69351103
"66",65,472181,"When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world into New York City.","PG","True","English","The Smurfs","USA","J. David Stem (screenplay), David N. Weiss (screenplay), Jay Scherick (screenplay), David Ronn (screenplay), J. David Stem (story), David N. Weiss (story), Peyo (characters)",3,5.5,"Raja Gosnell","2011-07-29","Hank Azaria, Neil Patrick Harris, Jayma Mays, Sofía Vergara",2011,"Animation, Adventure, Comedy","2 wins & 6 nominations.",103,"movie","http://ia.media-imdb.com/images/M/MV5BMTY4MDc2NzQ4MF5BMl5BanBnXkFtZTcwNDc5OTU2NA@@._V1_SX300.jpg",52458,NA,7,30,1,1,3,"Smurfs, The","2011-07-29","The Smurfs","Adventure",1.1e+08,142614158,"Play",151481604.476953,116839567.166009
